role_id,name,actor,actor_id
role_b96188a3,Truck Driver,Joe Belcher,nm0067643
role_acad0661,David Kessler,David Naughton,nm0622544
role_82dd5ded,Jack Goodman,Griffin Dunne,nm0001162
role_9065aa3c,Dart Player,David Schofield,nm0774516
role_33a52942,Chess Player,Brian Glover,nm0323093
role_639b074e,Barmaid,Lila Kaye,nm0443343
role_34086661,2nd Chess Player,Rik Mayall,nm0562201
role_ebe813ef,2nd Dart Player,Sean Baker,nm0048917
role_d5bf3cd7,First Werewolf,Paddy Ryan,nm0752761
role_bad9ce63,Alex Price,Jenny Agutter,nm0000256
role_9f6feb21,Snake Plissken,Kurt Russell,nm0000621
role_0be0dd9f,Hauk,Lee Van Cleef,nm0001812
role_fb0acb59,Cabbie,Ernest Borgnine,nm0000308
role_220466a5,President,Donald Pleasence,nm0000587
role_29bdbc1e,The Duke,Isaac Hayes,nm0005002
role_da2a1038,Girl in Chock Full O'Nuts,Season Hubley,nm0399530
role_4beaad73,Harold 'Brain' Hellman,Harry Dean Stanton,nm0001765
role_eaf9f22d,Maggie,Adrienne Barbeau,nm0000105
role_824cecc0,Rehme,Tom Atkins,nm0040662
role_2759ab63,Secretary of State,Charles Cyphers,nm0194234
role_65293b69,Ashley 'Ash' J. Williams,Bruce Campbell,nm0132257
role_a8cb2f2f,Cheryl,Ellen Sandweiss,nm0762445
role_defdd107,Scott,Richard DeManincor,nm0217822
role_4298c99c,Linda,Betsy Baker,nm0048260
role_67714577,Shelly,Theresa Tilly,nm0863462
role_1d62f106,Fake Shemp,Philip A. Gillis,nm0319310
role_ebaf0f54,Fake Shemp,Dorothy Tapert,nm0849962
role_d41431b5,Fake Shemp,Cheryl Guttridge,nm0349762
role_f26d4c78,Fake Shemp,Barbara Carey,nm0136908
role_cd87b983,Fake Shemp,David Horton,nm0395583
role_4b68215b,Pee Wee,Dan Monahan,nm0597517
role_1f871de6,Billy,Mark Herrier,nm0380628
role_17f05bc5,Tommy,Wyatt Knight,nm0461129
role_7358fa93,Mickey,Roger Wilson,nm0934059
role_990d5c8c,Tim Cavanaugh,Cyril O'Reilly,nm0642429
role_55d6c553,Meat,Tony Ganios,nm0304393
role_8ecd0509,Wendy,Kaki Hunter,nm0402895
role_51ece5e1,Honeywell,Kim Cattrall,nm0000326
role_c3045056,Beulah Balbricker,Nancy Parsons,nm0663878
role_4eb6deb9,Brian Schwartz,Scott Colomby,nm0173082
role_a3d52741,Jack,John Travolta,nm0000237
role_dd16f845,Sally,Nancy Allen,nm0000262
role_d30ff913,Burke,John Lithgow,nm0001475
role_b0ba6018,Manny Karp,Dennis Franz,nm0001240
role_68919f15,Sam,Peter Boyden,nm0101972
role_80602f8e,Donahue,Curt May,nm0561903
role_233c74b7,Detective Mackey,John Aquino,nm0032640
role_2ce576ba,Lawrence Henry,John McMartin,nm0533979
role_9187a9ea,Hooker,Deborah Everton,nm0263715
role_6f9501b5,Detective at Hospital,J. Patrick McNamara,nm0573688
role_8bf6e425,Perseus,Sam Worthington,nm0941777
role_e552b120,Zeus,Liam Neeson,nm0000553
role_44af363d,Hades,Ralph Fiennes,nm0000146
role_df853f7a,Calibos,Jason Flemyng,nm0002076
role_8c1a549f,Acrisius,Jason Flemyng,nm0002076
role_e4fad124,Io,Gemma Arterton,nm2605345
role_377ed540,Andromeda,Alexa Davalos,nm1111968
role_1bd92798,Danae,Tine Stapelfeldt,nm3548867
role_949a48bd,Draco,Mads Mikkelsen,nm0586568
role_378c4a86,Apollo,Luke Evans,nm11437243
role_04f1b046,King Arthur,Nigel Terry,nm0856050
role_783be4ff,Morgana,Helen Mirren,nm0000545
role_64f726b7,Lancelot,Nicholas Clay,nm0165551
role_2dbc2467,Guenevere,Cherie Lunghi,nm0526724
role_af1790a5,Perceval,Paul Geoffrey,nm0313264
role_b0b20065,Merlin,Nicol Williamson,nm0932116
role_239d94c8,Mordred,Robert Addie,nm0011665
role_f76cbb5e,Uther Pendragon,Gabriel Byrne,nm0000321
role_be0bb7fe,Uryens,Keith Buckley,nm0118645
role_62716eb4,Igrayne,Katrine Boorman,nm0095573
role_88dfdfde,Max,Mel Gibson,nm0000154
role_75819bec,The Gyro Captain,Bruce Spence,nm0817748
role_97d4422d,Pappagallo,Michael Preston,nm0696463
role_9caf781d,The Toadie,Max Phipps,nm0681041
role_6177c097,Wez,Vernon Wells,nm0920460
role_c9197cd1,The Humungus,Kjell Nilsson,nm0632250
role_d0dc5e47,The Feral Kid,Emil Minty,nm0591755
role_c05b6f61,Warrior Woman,Virginia Hey,nm0382162
role_ad83b5f5,Zetta,William Zappa,nm0953265
role_c8663796,The Captain's Girl,Arkie Whiteley,nm0925800
role_bfcab807,Capt.-Lt. Henrich Lehmann-Willenbrock - Der Alte,Jürgen Prochnow,nm0001638
role_f4513ac0,Lt. Werner - Correspondent,Herbert Grönemeyer,nm0344963
role_9ac3eb76,Chief Engineer Fritz Grade - Der Leitende-Der LI,Klaus Wennemann,nm0921044
role_1af830b9,1st Lieutenant - Number One-1WO,Hubertus Bengsch,nm0071059
role_dde8d9c2,2nd Lieutenant - 2WO,Martin Semmelrogge,nm0783847
role_ebc05869,Kriechbaum - Chief Quartermaster-Navigator,Bernd Tauber,nm0851427
role_465c9371,Johann,Erwin Leder,nm0496441
role_4144a80c,Ullman,Martin May,nm0562056
role_5772b8d9,Hinrich,Heinz Hoenig,nm0388517
role_012c3ddf,Chief Bosun,Uwe Ochsenknecht,nm0643805
role_b6e6e8b9,John,Bill Murray,nm0000195
role_866081d7,Russell,Harold Ramis,nm0000601
role_1c183827,Sgt. Hulka,Warren Oates,nm0643105
role_d4e03ba2,Stella,P.J. Soles,nm0001753
role_1c12bb6d,Louise,Sean Young,nm0000707
role_daba45f2,Ox,John Candy,nm0001006
role_ce41fd0f,Capt. Stillman,John Larroquette,nm0488662
role_ae37f0b7,Stillman's Aide,John Voldstad,nm0901390
role_0fe8714d,Cruiser,John Diehl,nm0225963
role_bc235cca,Col. Glass,Lance LeGault,nm0499223
role_2e8220eb,Anna,Isabelle Adjani,nm0000254
role_b90efb34,Helen,Isabelle Adjani,nm0000254
role_73b6846e,Mark,Sam Neill,nm0000554
role_6b499265,Margit Gluckmeister,Margit Carstensen,nm0141380
role_21d4d708,Heinrich,Heinz Bennent,nm0071502
role_dfaec2e1,Heinrich's Mother,Johanna Hofer,nm0388682
role_fcec88f3,Detective,Carl Duering,nm0240268
role_29ee990b,Zimmermann,Shaun Lawton,nm0493391
role_612cd736,Bob,Michael Hogben,nm0389660
role_a4be8c66,Man with Pink Socks,Maximilian Rüthlein,nm0754144
role_1ed06209,J. J. McClure,Burt Reynolds,nm0000608
role_9bbedd4a,Seymour,Roger Moore,nm0000549
role_33eddcfc,Pamela,Farrah Fawcett,nm0000396
role_f1417fc2,Victor Prinzim,Dom DeLuise,nm0001123
role_b33a8225,Jamie Blake,Dean Martin,nm0001509
role_6639ee27,Fenderbaum,Sammy Davis Jr.,nm0002035
role_a8bc8df6,Doctor Nikolas Van Helsing,Jack Elam,nm0001181
role_e712288b,Marcie,Adrienne Barbeau,nm0000105
role_e05d336a,Terry,Terry Bradshaw,nm0103537
role_19eeb4d2,Subaru Driver #1,Jackie Chan,nm0000329
role_b476e1b1,Frank,James Caan,nm0001001
role_47f656ce,Jessie,Tuesday Weld,nm0001839
role_18782faa,Okla,Willie Nelson,nm0005268
role_9724ac3a,Barry,Jim Belushi,nm0000902
role_837ae14f,Leo,Robert Prosky,nm0698764
role_045174c7,Attaglia,Tom Signorelli,nm0797529
role_c8c52654,Carl,Dennis Farina,nm0001199
role_db9667b4,Nick,Nick Nickeas,nm0629973
role_a9cfe5be,Mitch,W.R. Brown,nm0114873
role_6b2de0a0,Guido,Norm Tobin,nm0864957
role_3f61e154,David Elliot,Alex Pettyfer,nm1641117
role_f82b673f,Jade Butterfield,Gabriella Wilde,nm13523339
role_d38ad18c,Hugh Butterfield,Bruce Greenwood,nm0339304
role_d64c1b5e,Anne Butterfield,Joely Richardson,nm0000613
role_d94d3050,Harry Elliot,Robert Patrick,nm0001598
role_ce9629a9,Keith Butterfield,Rhys Wakefield,nm1973422
role_394b7bc1,Mace,Dayo Okeniyi,nm3912883
role_0e872ae5,Jenny,Emma Rigby,nm12972521
role_8cec80ea,Sabine,Anna Enger Ritch,nm2738196
role_91e7b83e,Checka,Fabianne Therese,nm4211652
role_178ae0fe,Robin Hood,John Cleese,nm0000092
role_a1d343e2,King Agamemnon,Sean Connery,nm0000125
role_1e66119b,Fireman,Sean Connery,nm0000125
role_8e3484de,Dame Pansy,Shelley Duvall,nm0001167
role_94bb6632,Pansy,Shelley Duvall,nm0001167
role_63ad6e27,Mrs. Ogre,Katherine Helmond,nm0001340
role_d82f4c66,Napoleon,Ian Holm,nm0000453
role_390443cd,Vincent,Michael Palin,nm0001589
role_8ac809a0,Supreme Being,Ralph Richardson,nm0724732
role_13c3a268,Winston the Ogre,Peter Vaughan,nm0891092
role_4148a89d,Jack Burroughs,Alan Alda,nm0000257
role_ab85862b,Kate Burroughs,Carol Burnett,nm0000993
role_22f090bb,Nick Callan,Len Cariou,nm0137230
role_d985d49a,Anne Callan,Sandy Dennis,nm0006800
role_6056d0cf,Claudia Zimmer,Rita Moreno,nm0001549
role_8513e6c4,Danny Zimmer,Jack Weston,nm0922967
role_065b43d3,Ginny Newley (Callan),Bess Armstrong,nm0000787
role_a7617bc5,Beth Burroughs,Elizabeth Alda,nm0017374
role_75511a7e,Lisa Callan,Beatrice Alda,nm0017373
role_0b47cc7c,Room Clerk,Robert Hitt,nm0386966
role_b8029976,Ginny,Amy Steel,nm0824386
role_d4e83fe1,Paul,John Furey,nm0298859
role_a6699654,Alice,Adrienne King,nm0454415
role_ef7dbf3f,Terry,Kirsten Baker,nm0048661
role_808e2776,Ted,Stuart Charno,nm0153385
role_09630478,Jason,Warrington Gillette,nm0319068
role_638989c7,Crazy Ralph,Walt Gorney,nm0331189
role_0fbd34e0,Sandra,Marta Kober,nm0462118
role_86df547f,Mark,Tom McBride,nm0564381
role_b5a20990,Jeff,Bill Randolph,nm0709876
role_6929056f,Kim Obrist,Jennifer O'Neill,nm0642198
role_78190997,Cameron Vale,Stephen Lack,nm0480099
role_25dfd8be,Dr. Paul Ruth,Patrick McGoohan,nm0001526
role_fb1f860c,Braedon Keller,Lawrence Dane,nm0199325
role_a2a7a2a7,Darryl Revok,Michael Ironside,nm0000461
role_b067caad,Benjamin Pierce,Robert A. Silverman,nm0798887
role_3606e57f,Security One,Lee Broker,nm0111240
role_f43f4bd0,Trevellyan,Mavor Moore,nm0601603
role_ad6e1269,Arno Crostic,Adam Ludwig,nm0524970
role_43c20593,Programmer 1,Murray Cruchley,nm0189927
role_56ed5214,James Bond,Roger Moore,nm0000549
role_57be7a6a,Melina,Carole Bouquet,nm0000962
role_2f386ed7,Columbo,Topol,nm0867694
role_9df8455d,Bibi,Lynn-Holly Johnson,nm0000468
role_2680ab37,Kristatos,Julian Glover,nm0002103
role_efe8c180,Lisl,Cassandra Harris,nm0364520
role_6506886b,Brink,Jill Bennett,nm0071824
role_fb8b3256,Locque,Michael Gothard,nm0331788
role_51cf64bc,Kriegler,John Wyman,nm0943840
role_e008257e,Havelock,Jack Hedley,nm0373324
role_9e4e9dd0,Laurie Strode,Jamie Lee Curtis,nm0000130
role_ef22b9c6,Sam Loomis,Donald Pleasence,nm0000587
role_c8502559,Leigh Brackett,Charles Cyphers,nm0194234
role_a9f813cd,Graham,Jeffrey Kramer,nm0469552
role_902fe14c,Jimmy,Lance Guest,nm0346411
role_06748b6c,Karen,Pamela Susan Shoop,nm0794870
role_d9bbf980,Gary Hunt,Hunter von Leer,nm0902608
role_5946b3b5,The Shape,Dick Warlock,nm0006441
role_42c81fe0,Patrolman #3,Dick Warlock,nm0006441
role_5240b9b1,Budd,Leo Rossi,nm0744234
role_08351c72,General Harlan Bache,George C. Scott,nm0001715
role_2ac68b0b,Brian Moreland,Timothy Hutton,nm0000459
role_8e3b6002,Colonel Kerby,Ronny Cox,nm0001074
role_6bb2efea,Alex Dwyer,Sean Penn,nm0000576
role_89e3c76a,David Shawn,Tom Cruise,nm0000129
role_0d7f44e0,Charlie Auden,Brendan Ward,nm0911421
role_fc52572a,Edward West,Evan Handler,nm0359577
role_5c13d0a8,Derek Mellott,John P. Navin Jr.,nm0623117
role_c4888577,Bug,Billy Van Zandt,nm0888345
role_06e6d7f6,J.C. Pierce,Giancarlo Esposito,nm0002064
role_2bc754d2,John Reed,Warren Beatty,nm0000886
role_272c5502,Louise Bryant,Diane Keaton,nm0000473
role_c7806266,Max Eastman,Edward Herrmann,nm0001346
role_fc6834d9,Grigory Zinoviev,Jerzy Kosinski,nm0467085
role_c246384a,Eugene O'Neill,Jack Nicholson,nm0000197
role_7fdbb940,Louis Fraina,Paul Sorvino,nm0000649
role_c7f4b6c4,Emma Goldman,Maureen Stapleton,nm0822972
role_dd2ded6c,Paul Trullinger,Nicolas Coster,nm0182661
role_840df989,Speaker - Liberal Club,M. Emmet Walsh,nm0001826
role_da4dd17c,Mr. Partlow,Ian Wolfe,nm0938052
role_3611cae6,Ethel Thayer,Katharine Hepburn,nm0000031
role_da2eead5,Norman Thayer Jr.,Henry Fonda,nm0000020
role_7fdf6b7a,Chelsea Thayer Wayne,Jane Fonda,nm0000404
role_1fcf71bc,Billy Ray,Doug McKeon,nm0571630
role_385a1318,Bill Ray,Dabney Coleman,nm0001056
role_5b970c6b,Charlie Martin,William Lanteau,nm0487140
role_ce2b9cd9,Sumner Todd,Christopher Rydell,nm0753068
role_2e448e09,Young Boy on Jetty,Troy Garity,nm0004949
role_bcf2a1a3,Tod,Mickey Rooney,nm0001682
role_a769900a,Copper,Kurt Russell,nm0000621
role_1616ae06,Big Mama,Pearl Bailey,nm0047440
role_f0120ab1,Amos Slade,Jack Albertson,nm0016776
role_482fd350,Vixey,Sandy Duncan,nm0242098
role_3a84df89,Widow Tweed,Jeanette Nolan,nm0634282
role_52c0ef95,Chief,Pat Buttram,nm0125426
role_1132b24b,Porcupine,John Fiedler,nm0275835
role_892aa207,Badger,John McIntire,nm0570615
role_37e0ca22,Dinky,Richard Bakalyan,nm0048147
role_08803a92,Aubrey Montague,Nicholas Farrell,nm0268297
role_9ced2054,Lord Andrew Lindsay,Nigel Havers,nm0369814
role_205d24ac,Eric Liddell,Ian Charleson,nm0153182
role_d9fc1428,Harold Abrahams,Ben Cross,nm0002027
role_2c8a2385,Henry Stallard,Daniel Gerroll,nm0314776
role_7531c804,Sam Mussabini,Ian Holm,nm0000453
role_f31df6db,Master of Trinity,John Gielgud,nm0000024
role_593fe146,Master of Caius,Lindsay Anderson,nm0000755
role_60a6adf6,Lord Birkenhead,Nigel Davenport,nm0202638
role_062ed02b,Jennie Liddell,Cheryl Campbell,nm0132293
role_99b697d6,Michael Colin Gallagher,Paul Newman,nm0000056
role_5c873e8d,Megan Carter,Sally Field,nm0000398
role_decf5e90,Elliott Rosen,Bob Balaban,nm0000837
role_2aa5edef,Teresa Perrone,Melinda Dillon,nm0227039
role_9fbbf274,Santos Malderone,Luther Adler,nm0012204
role_5861bf0b,Bob Waddell,Barry Primus,nm0697587
role_7d4d9fe5,McAdam,Josef Sommer,nm0813977
role_ac3761e1,Davidek,John Harkins,nm0363157
role_478fb0b1,District Attorney Quinn,Don Hood,nm0393458
role_9c5c0d9c,James J. Wells,Wilford Brimley,nm0000979
role_f6c804fd,Tarzan,Johnny Weissmuller,nm0919321
role_e310086c,Harry Holt,Neil Hamilton,nm0358076
role_70fa26a3,James Parker,C. Aubrey Smith,nm0807580
role_4ed9ba6b,Jane Parker,Maureen O'Sullivan,nm0001577
role_63ce98fc,Mrs. Cutten,Doris Lloyd,nm0515967
role_b90a3b5b,Beamish,Forrester Harvey,nm0367516
role_2c3323be,Riano,Ivory Williams,nm0930797
role_96b465a6,Evil Dwarf,Franz Balluck,nm7573140
role_ad8dd713,Evil Dwarf,Charles Becker,nm0065373
role_9712b05f,Evil Dwarf,Burre Billingsley,act_22c40b99
role_cd0d75c8,The Players: U.S.A. - Capt. Robert Hatch,Sylvester Stallone,nm0000230
role_33bb5ab9,The Players: England - Capt. John Colby,Michael Caine,nm0000323
role_e0c62af0,The Players: Brazil - Cpl. Luis Fernandez,Pelé,nm0671446
role_94b8dc19,The Players: England - Terry Brady,Bobby Moore,nm0600961
role_c2d891e8,The Players: Argentina - Carlos Rey,Osvaldo Ardiles,nm0034055
role_2cea9e83,The Players: Belgium - Michel Fileu,Paul Van Himst,nm0887122
role_30af7385,The Players: Poland - Paul Wolchek,Kazimierz Deyna,nm0223391
role_a64fb4aa,The Players: Norway - Gunnar Hilsson,Hallvar Thoresen,nm0861228
role_b9824a46,The Players: England - Sid Harmor,Mike Summerbee,nm0838620
role_adf9d435,The Players: Holland - Pieter Van Beck,Co Prins,nm0697848
role_57de8571,Arthur Bach,Dudley Moore,nm0001545
role_a11d4e6a,Linda Marolla,Liza Minnelli,nm0591485
role_c6735dd6,Hobson,John Gielgud,nm0000024
role_19f41089,Martha Bach,Geraldine Fitzgerald,nm0280242
role_46b11019,Susan Johnson,Jill Eikenberry,nm0251708
role_15ab584f,Burt Johnson,Stephen Elliott,nm0254634
role_a685e67f,Bitterman,Ted Ross,nm0743874
role_144ca436,Ralph Marolla,Barney Martin,nm0551949
role_e193fc63,Stanford Bach,Thomas Barbour,nm0053856
role_1b978724,Gloria,Anne DeSalvo,nm0211408
role_571b7309,Andre Gregory,Andre Gregory,nm0339737
role_2f27e566,Wallace Shawn,Wallace Shawn,nm0001728
role_e3ca04b0,Waiter,Jean Lenauer,nm0501721
role_8bd8ffa2,Bartender,Roy Butler,nm0125122
role_fb9a60b6,Patron,Deborah Eisenberg,nm0251977
role_b6b09689,Atouk,Ringo Starr,nm0823592
role_ba62b1cc,Lar,Dennis Quaid,nm0000598
role_9f41b9eb,Tala,Shelley Long,nm0001480
role_8a1467a9,Gog,Jack Gilford,nm0318527
role_4db5fef8,Ta,Cork Hubbert,nm0399155
role_ce39bb72,Ruck,Mark King,nm0455040
role_dcbdfa21,Flok,Paco Morayta,nm0603218
role_7bb50b42,Nook,Evan C. Kim,nm0453447
role_79e2ec61,Kalta,Ed Greenberg,nm0338504
role_02daca97,Bork,Carl Lumbly,nm0525855
role_2dbc3a27,Sheriff Dan Gillis,James Farentino,nm0267232
role_383b12fa,Janet Gillis,Melody Anderson,nm0000758
role_42509ab5,William G. Dobbs,Jack Albertson,nm0016776
role_a686682d,Ron,Dennis Redfield,nm0714836
role_68a436c5,Linda,Nancy Locke,nm0198553
role_64f3d6c7,Girl on the Beach,Lisa Blount,nm0089408
role_1fb247dc,Nurse Lisa,Lisa Blount,nm0089408
role_7841c828,Harry,Robert Englund,nm0000387
role_55fd6c1c,Ernie,Bill Quinn,nm0703767
role_b05df3d6,Herman,Michael Currie,nm0192980
role_06b1e5fe,Moses,Mel Brooks,nm0000316
role_f6bae501,Comicus,Mel Brooks,nm0000316
role_fad92486,Torquemada,Mel Brooks,nm0000316
role_7f19adc7,Jacques,Mel Brooks,nm0000316
role_639ed764,King Louis XVI,Mel Brooks,nm0000316
role_6039e4c9,Emperor Nero,Dom DeLuise,nm0001123
role_9d0d32a2,Empress Nympho,Madeline Kahn,nm0001404
role_19999f8e,Count de Monet,Harvey Korman,nm0466327
role_aa61728d,Madame Defarge,Cloris Leachman,nm0001458
role_53989f9f,Swiftus,Ron Carey,nm0137030
role_98e5a164,Karen White,Dee Wallace,nm0908914
role_9adfd8fe,Dr. George Waggner,Patrick Macnee,nm0001495
role_0789c855,Chris Howard,Dennis Dugan,nm0240797
role_3e2c02b6,R. William 'Bill' Neill,Christopher Stone,nm0831791
role_d6897d82,Terry Fisher,Belinda Balaski,nm0049470
role_8423ecb7,Fred Francis,Kevin McCarthy,nm0002994
role_b5d7cb20,Erle Kenton,John Carradine,nm0001017
role_a5ce35dc,Sam Newfield,Slim Pickens,nm0001620
role_0a5b66a2,Marsha Quist,Elisabeth Brooks,nm0111974
role_9bbef648,Eddie Quist,Robert Picardo,nm0000585
role_54b930f6,Galen,Peter MacNicol,nm0001493
role_033220b3,Valerian,Caitlin Clarke,nm0164680
role_a804d051,Ulrich,Ralph Richardson,nm0724732
role_f10b7e44,Tyrian,John Hallam,nm0356268
role_d602a25b,Casiodorus Rex,Peter Eyre,nm0264235
role_e44ed9b0,Greil,Albert Salmi,nm0758692
role_3f1cb55c,Hodge,Sydney Bromley,nm0111356
role_e4ec3303,Princess Elspeth,Chloe Salaman,nm0757474
role_24a8be77,Valerian's Father,Emrys James,nm0416476
role_04ed7b43,Horsrik,Roger Kemp,nm0447358
role_3d7dd272,Richard Bone,Jeff Bridges,nm0000313
role_a376d791,Alex Cutter,John Heard,nm0001334
role_89fcd192,"Maureen Cutter, 'Mo'",Lisa Eichhorn,nm0002059
role_4bfd4fdb,Valerie Duran,Ann Dusenberry,nm0244619
role_4e4d80b4,J.J. Cord,Stephen Elliott,nm0254634
role_da14c522,George Swanson,Arthur Rosenberg,nm0742172
role_d6941cef,Woman in the Hotel,Nina van Pallandt,nm0887684
role_5619970a,Mrs. Cord,Patricia Donahue,nm0231978
role_8cdaf9d4,Susie Swanson,Geraldine Baron,nm0056240
role_973ea6cc,Toyota Woman,Katherine Pass,nm0664776
role_9d3e8e1b,Naoh,Everett McGill,nm0569239
role_11f1b5e7,Amoukar,Ron Perlman,nm0000579
role_84d98330,Gaw,Nicholas Kadi,nm0252832
role_550ddc61,Ika,Rae Dawn Chong,nm0001044
role_2f386bc8,Rouka - The Ulam Tribe,Gary Schwartz,nm0777229
role_b78f9c04,Nam - The Ulam Tribe,Naseer El-Kadi,nm1874510
role_a59bc58d,Aghoo - The Ulam Tribe,Franck-Olivier Bonnet,nm0094958
role_f3a343f0,Lakar - The Ulam Tribe,Jean-Michel Kindt,nm0454338
role_413d849f,Faum - The Ulam Tribe,Kurt Schiegl,nm0771391
role_82272aaf,Modoc - The Ulam Tribe,Brian Gill,nm0318633
role_25f78447,Damien,Sam Neill,nm0000554
role_5112886a,De Carlo,Rossano Brazzi,nm0106387
role_6769d1dc,Dean,Don Gordon,nm0330150
role_5833fe63,Kate Reynolds,Lisa Harrow,nm0366027
role_16872c09,Peter,Barnaby Holm,nm0391476
role_e3d49430,President,Mason Adams,nm0011199
role_27f7e3b1,American Ambassador,Robert Arden,nm0034013
role_a101316d,Barbara,Leueen Willoughby,nm0932587
role_20e5a743,Brother Benito,Marc Boyle,nm0102291
role_67d574c0,Brother Martin,Milos Kirek,nm0449266
role_1740ac60,Joan Crawford,Faye Dunaway,nm0001159
role_ac03e9d3,Christina Crawford - Adult,Diana Scarwid,nm0769311
role_ee727e8f,Greg Savitt,Steve Forrest,nm0002079
role_d897ee71,L.B. Mayer,Howard Da Silva,nm0196247
role_0dae4b32,Christina Crawford - Child,Mara Hobel,nm0387664
role_0ceb8358,Carol Ann,Rutanya Alda,nm0017377
role_178fb2b9,Al Steele,Harry Goz,nm0333100
role_d5cff425,Ted Gelber,Michael Edwards,nm0250218
role_b25d209a,Barbara Bennett,Jocelyn Brando,nm0104720
role_6c89cd31,Mrs. Chadwick,Priscilla Pointer,nm0688467
role_367e41b3,Mallow,Sylvia Kristel,nm0000482
role_6218cb9a,Lester,Howard Hesseman,nm0381606
role_1382c0bc,Philly,Eric Brown,nm0113525
role_dab6b184,Sherman,Patrick Piccininni,nm0681523
role_6387d2a4,Jack Travis,Ed Begley Jr.,nm0000893
role_93af0773,Joyce,Pamela Jean Bryant,nm0117200
role_bbe48a86,Miss Phipps,Meridith Baer,nm0046369
role_d9134ed0,Fillmore,Ron Foster,nm0288031
role_d3890d09,Waiter,Peter Elbling,nm0253004
role_f351972d,Green,Beans Morocco,nm0057885
role_fa26d2e4,Frank Chambers,Jack Nicholson,nm0000197
role_77785f1f,Cora Papadakis,Jessica Lange,nm0001448
role_f6be0c54,Nick Papadakis,John Colicos,nm0171475
role_6c708261,Mr. Katz,Michael Lerner,nm0503627
role_2bf26c87,Kennedy,John P. Ryan,nm0752636
role_0a4c96a9,Madge,Anjelica Huston,nm0001378
role_72e8fd89,Sackett,William Traylor,nm0871501
role_3a7fd72c,Barlow,Thomas Hill,nm0384718
role_7f55d81e,Motorcycle Cop,Jon Van Ness,nm0887551
role_2e63d0bc,Mortenson,Brian Farrell,nm0268185
role_16acd96b,New York Police Commissioner Rhinelander Waldo,James Cagney,nm0000010
role_e0cac3a5,Younger Brother,Brad Dourif,nm0000374
role_7fa24a5a,Booker T. Washington,Moses Gunn,nm0348214
role_181232fe,Evelyn Nesbit,Elizabeth McGovern,nm0001527
role_0f4e145e,Willie Conklin,Kenneth McMillan,nm0573299
role_8b418148,Delmas,Pat O'Brien,nm0002285
role_f2335692,Evelyn's Dance Instructor,Donald O'Connor,nm0640307
role_4131608e,Father,James Olson,nm0647921
role_50284a34,Tateh,Mandy Patinkin,nm0001597
role_9ab7cd2e,Coalhouse Walker Jr.,Howard E. Rollins Jr.,nm0738415
role_1e88b762,Martha Schmidt,Maren Jensen,nm0421596
role_a06761e4,Lana Marcus,Sharon Stone,nm0000232
role_33e6ecee,Vicky Anderson,Susan Buckner,nm0118761
role_35ca7219,John Schmidt,Jeff East,nm0247532
role_0cc71b58,Melissa,Colleen Riley,nm0727006
role_7b674d64,Jim Schmidt,Douglas Barr,nm0056491
role_e9183731,Faith Stohler,Lisa Hartman,nm0004998
role_f1b4987c,Louisa Stohler,Lois Nettleton,nm0626728
role_033ab9e9,Isaiah Schmidt,Ernest Borgnine,nm0000308
role_c0e0ff4d,William Gluntz,Michael Berryman,nm0077720
role_18b953b7,Daryll Deever,William Hurt,nm0000458
role_7265f86e,Tony Sokolow,Sigourney Weaver,nm0000244
role_58802c22,Joseph,Christopher Plummer,nm0001626
role_6109d4e5,Aldo,James Woods,nm0000249
role_8840f2df,Mrs. Sokolow,Irene Worth,nm0941683
role_039f3d02,Mr. Deever,Kenneth McMillan,nm0573299
role_4895ca19,Linda Mercer,Pamela Reed,nm0715622
role_29b24ea3,Mr. Sokolow,Albert Paulsen,nm0667292
role_19d37383,Lt. Jacobs,Steven Hill,nm0384696
role_34d125be,Lt. Black,Morgan Freeman,nm0000151
role_224ea215,Archy Hamilton,Mark Lee,nm0497826
role_f85350d7,Jack,Bill Kerr,nm0449652
role_a8d8df50,Les McCann,Harold Hopkins,nm0394176
role_81252a5f,Zac,Charles Lathalu Yunipingu,nm0950971
role_8cee874e,Stockman,Heath Harris,nm0364759
role_8b69fc62,Wallace Hamilton,Ron Graham,nm0334277
role_9dec16ab,Rose Hamilton,Gerda Nicolson,nm0630490
role_2a8b583c,Frank Dunne,Mel Gibson,nm0000154
role_a1282321,Billy,Robert Grubb,nm0344188
role_709ea56b,Barney,Tim McKenzie,nm0571619
role_db0a0efb,Marshal William T. O'Niel,Sean Connery,nm0000125
role_3fda733f,Sheppard,Peter Boyle,nm0001967
role_660ed4ef,Dr. Marian Lazarus,Frances Sternhagen,nm0827973
role_b78042e4,Sergeant Montone,James Sikking,nm0797725
role_e163d0e6,Carol G. O'Niel,Kika Markham,nm0548440
role_44d28c0d,Ballard,Clarke Peters,nm0676370
role_00080d1d,Sagan,Steven Berkoff,nm0000925
role_105e27ac,Tarlow,John Ratzenberger,nm0001652
role_248b08fe,Paul O'Niel,Nicholas Barnes,nm0055715
role_bcce8945,Lowell,Manning Redwood,nm0715197
role_a7ff81f7,Spencer,Keith Carradine,nm0001018
role_3cbeceb3,Hardin,Powers Boothe,nm0000959
role_ba08df51,Reece,Fred Ward,nm0911542
role_11e28c61,Simms,Franklyn Seales,nm0780546
role_ce7ad65b,Cribbs,T.K. Carter,nm0141953
role_d193958c,Stuckey,Lewis Smith,nm0809095
